Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2002-09-30,105.21868317,111.93261639,111.21561647,106.79641824,125.63048728,110.27318341,121.07277337,117.06006522,121.41721649,108.35629837,118.88771988,106.88644283,113.80432415,104.73944817,107.42412806,107.8856299,106.56908073,107.98941587,122.09841594,123.2632145,125.6254832,108.3235874,119.27332459,104.97616907,110.99253641,110.03138306,106.58824099,113.73069668,124.6655293,126.23499439,108.74689365,121.70158525,105.21882618,109.41385647,106.76184205,107.67139238,110.8109112,114.55413616,132.97613696,106.26965468,107.76658923,105.41316884,107.92338694,102.60764104,117.53960986,119.99357364,109.4858181,106.26348505,111.74107136,112.95362389
2002-10-31,105.5137574,111.99047234,111.9111133,107.05049912,126.85161364,110.2261889,121.69200403,117.69491847,122.74101056,108.69299503,120.33948762,106.68437552,114.20858382,104.6472259,107.38036434,108.06080059,106.87810218,108.1342073,122.53002491,124.76560301,126.44688941,108.27838028,119.77533502,105.17109035,111.28050123,110.26640238,106.57037791,114.27889077,125.72268049,127.62374995,109.12023345,122.35931601,105.11213559,109.52114918,106.77121806,107.83889698,110.94042633,115.1776803,134.54392275,106.76654229,107.48725999,105.61526517,107.94976351,102.68072724,117.82557607,120.66405177,110.04271415,106.62432423,111.87104976,113.10685994
2002-11-30,105.91178693,112.21937401,112.34287371,107.3456017,127.75515325,109.96448953,122.06694968,118.11981075,123.81388863,108.74486072,121.61747501,106.57802937,114.42151338,104.38645893,107.25778468,108.36225858,106.89102368,108.18939775,122.93948137,126.02793589,126.70825608,108.09006214,120.05919408,105.51495272,111.5556672,110.62066666,106.79772264,114.78935453,126.45042631,128.70856632,109.40383618,123.34851171,105.06246837,109.69878539,106.81037914,108.03789592,111.0639802,115.9106955,135.95717694,106.69687573,107.46367635,105.82132314,108.02902178,102.77588766,118.25536442,120.94484438,110.38153523,106.87142185,111.96995068,113.11077686
2002-12-31,106.13173419,112.70505191,112.58697612,107.54945266,128.75249498,109.62283235,122.16264678,118.58288769,124.66446035,108.55092114,122.86931542,106.65874733,114.44186681,103.98875605,107.26936547,108.48524828,106.62447852,108.32246695,123.3355145,126.60583666,126.87269178,107.86708246,120.10844982,105.7387327,111.758133,110.9719495,107.14941024,115.39313865,126.79900778,129.04616797,109.51925053,124.32014126,105.29500056,109.9644511,106.6122202,108.15277445,111.18507242,116.25655534,137.05101862,106.19018161,107.79262493,106.09052247,107.93215054,102.59005337,118.61904269,121.17829723,110.4077682,106.97778171,112.01215054,113.19223434
2003-01-31,106.17082272,113.35450245,112.96032075,107.8806772,129.83886657,109.53450064,122.33809943,119.3852822,125.62377042,108.44379349,124.06620711,106.88380356,114.67326571,103.8363538,107.39988663,108.53431135,106.56970384,108.49837056,123.88153721,126.99116826,126.97579066,107.56054666,120.22224251,105.87823427,111.95748318,111.34326826,107.33304171,116.18301219,127.07449583,129.45773114,109.50830574,125.06955143,105.31453418,110.2882439,106.33489931,108.12052205,111.44962084,116.43487099,138.14451398,105.90375936,108.29942546,106.30793293,107.79235392,102.17087897,118.92750656,121.92257745,110.54124278,107.19102386,112.20290875,113.45484019
2003-02-28,106.09655856,114.17433831,113.75168031,108.31729416,131.00358458,109.87641331,122.87032174,120.45564187,126.71014872,108.79599281,125.10782722,107.20104957,115.20195604,104.01649529,107.57484623,108.76972068,106.97976611,108.83588226,124.7856958,128.09290283,127.41881088,107.77739151,120.6684396,106.14915377,112.39158379,112.03902857,107.51343931,117.20738292,127.72747714,130.27701533,109.81464854,125.50401875,105.14527614,110.71230271,106.48753777,108.17311067,111.86655708,116.7382172,139.30155999,105.93333687,108.87996261,106.44708478,107.98860518,102.02611377,119.36037191,123.00709359,111.1510791,107.61571128,112.62218022,114.1422201
2003-03-31,106.08257529,115.10502218,114.77257432,108.710269,133.1388862,110.37713701,124.03354978,121.74846813,127.91633218,109.54887609,126.05317519,107.72142746,116.11933707,104.61520724,107.86632285,109.20242802,107.63992494,109.35855719,126.1122863,130.02478473,128.42973783,108.31418041,121.54453231,106.52230592,113.15230383,113.21559688,107.87196619,118.5352068,128.9684522,131.49415239,110.63199629,126.16454953,105.28429772,111.20851474,107.08145798,108.49871527,112.65762192,117.50750438,140.70473201,106.49678752,109.55186043,106.73231955,108.49529223,102.5838362,120.02026944,124.45815594,112.32292812,108.16090243,113.47838984,115.36790551
2003-04-30,106.41008444,116.06812535,115.69026082,109.22108926,135.40301856,110.6772153,125.72063255,123.28129188,129.23461271,110.19562962,127.25088369,108.56337951,117.40559496,105.36144005,108.36607997,109.72821668,108.43555541,110.07116147,127.60705126,132.42101316,129.99003647,108.95929177,122.92976745,106.88184084,113.99941845,114.70634526,108.29790268,119.95431309,130.56453599,133.45199925,111.69439682,127.29605557,105.84669617,111.98007105,107.96481438,109.06166653,113.93011182,119.03352504,142.65585593,107.32589233,110.30238967,107.45188402,109.1582745,103.38774833,121.0876128,126.16526082,113.38870205,108.71218755,114.62769824,116.89301012
2003-05-31,107.09280696,117.21093569,116.40549422,110.05853519,136.95415654,110.88550292,127.57789989,124.91630332,130.69148008,110.59305473,129.05777817,109.55273473,118.67840407,105.98726602,109.18377866,110.34669917,109.13615684,110.88392458,129.19304172,134.95577892,131.9406899,109.76326051,124.53898072,107.22540475,114.97320757,116.17396787,108.80369429,121.28462192,132.11301064,135.89635191,112.7547219,128.73757965,106.69426803,113.09377146,108.79618796,109.79184521,115.31633521,120.71552423,145.11137337,107.91424466,111.16460418,108.19671048,109.71415453,103.9494992,122.63097384,127.82762325,114.11146032,109.20719581,115.65282425,118.4574554
2003-06-30,107.966377,118.46302753,117.17200473,111.06862149,138.73047413,111.32694115,129.56149569,126.40963494,132.31182803,111.06241171,131.3694039,110.51525022,119.6532124,106.73676066,110.02946436,111.04839023,109.56762242,111.65877921,130.82849504,137.52589148,133.69524801,110.39686594,125.95795703,107.76374584,115.98779498,117.48973596,109.42272782,122.81462152,133.61596737,138.22541995,113.71942676,130.71959665,107.49226806,114.25130179,109.2884864,110.59928957,116.40890719,122.34565708,148.08114214,108.57901724,112.09783888,108.68114931,110.00279889,104.41422332,124.34027097,129.50033459,115.02273784,109.75360145,116.6597733,119.82671195
2003-07-31,108.84792891,119.67067778,118.11315952,111.91837416,141.20171944,111.89607842,131.20092991,127.67135865,134.05033287,111.60688394,133.99250626,111.46868629,120.58547263,107.24727978,110.64239453,111.73409281,110.00057553,112.43301534,132.17976542,139.7007454,135.09089941,110.90278897,127.10928994,108.3477962,116.83809882,118.53402397,110.03750313,124.67911348,135.09395373,139.98301903,114.67451587,132.82480379,107.8904352,115.20647195,109.73198904,111.31173275,117.14437142,123.85965552,151.08491433,109.22404707,113.02834284,109.08318008,110.20942736,104.8333834,125.95168766,131.08004435,116.13318762,110.41432823,117.73255566,120.71932001
2003-08-31,109.3339175,120.66965778,119.06886659,112.48162529,143.40640608,112.1708109,132.22848167,128.80796663,135.74844021,111.87274572,136.47492037,112.28436688,121.43485531,107.21900308,111.03165959,112.16949948,110.692116,113.01911543,133.35161256,141.11049971,136.28127283,111.27267434,127.87551613,108.65493779,117.60237437,119.44642348,110.50621325,126.50456436,136.44957892,141.32034766,115.38854657,134.48940993,108.11071938,115.96099867,110.16627072,111.78375286,117.8490979,125.06346303,153.66676079,109.41872323,113.80318075,109.30696951,110.52975593,105.09823725,127.49272877,132.59693738,117.05125318,111.03337606,118.74086579,120.98274534
2003-09-30,109.38603817,121.13053099,120.09607443,112.76909211,145.09061162,112.11554752,132.85597474,129.88054513,137.30100954,111.9357708,138.44563393,112.69227012,121.96116347,107.04747237,111.03410809,112.24954291,111.23426285,113.28010884,134.37605617,142.46673198,137.35440811,111.31855993,128.28278112,108.83709732,118.02277599,120.26039373,110.74149156,128.30020132,137.58424578,142.6089825,115.82416732,135.68158466,108.26073342,116.50319403,110.32326564,111.90459244,118.44436012,125.55980299,156.08360809,109.29189802,114.27115199,109.40724356,110.57084493,105.24405452,128.9185267,133.89910112,117.61442935,111.4793823,119.28257644,120.8274482
2003-10-31,109.31368429,121.13107834,121.13311225,112.81780796,146.86931523,111.87777476,133.28688405,130.91527713,138.62233515,112.02468447,140.24836996,112.79450662,122.36246555,106.91366793,111.01393838,112.06081247,111.18901981,113.41232927,135.53287466,144.05939252,138.13929416,111.04949032,128.68208952,108.79525253,117.95541258,120.80774673,110.71232436,130.31198022,138.34312517,143.74233332,116.08308352,136.36090111,108.13544786,116.71000257,110.02148342,111.94566015,118.72217009,125.58605697,158.10455554,109.432746,114.46868895,109.54422753,110.41273168,105.2946781,129.88101125,134.73529003,117.97902298,111.75734072,119.36996684,120.79262801
2003-11-30,109.34811568,121.18612408,121.89155111,112.80169469,148.69385797,111.59871263,133.67030969,131.88253925,139.90569727,112.17476238,142.17402759,112.84783678,122.53251117,106.74422598,111.02349871,111.800668,110.9305388,113.69098372,136.83340112,145.56171866,138.43585956,110.80810705,128.97217832,108.55304084,117.7641316,121.07603049,110.48218269,132.43473532,138.77618822,144.50161931,116.07858373,136.71869236,107.96913825,116.6135297,109.40165665,111.98911708,118.8580154,125.70867599,159.4577544,109.90898206,114.4256383,109.78924789,110.2859178,105.14498279,130.35656253,135.43745658,118.30557732,111.84564917,119.35314555,121.16995371
2003-12-31,109.53389987,121.57376023,122.58280131,112.85449804,150.48780755,111.57312768,134.07226695,132.72526809,141.32550979,112.16830776,144.19867953,112.93621003,122.47207258,106.51591578,110.92393348,111.67740986,110.92395866,113.99165568,137.80518393,146.6149936,138.41547051,110.47586821,128.9286059,108.27890013,117.69947546,121.07765442,110.36879285,134.68436685,139.08723137,145.08107281,116.24830802,137.19560768,107.99920879,116.47066634,108.95550607,111.85002964,118.97748543,125.9166902,160.4423869,110.29703489,114.22931827,109.94314172,110.1491996,105.02515461,130.73243966,136.22813454,118.65576395,111.88830808,119.32960817,121.92809699
2004-01-31,109.84958543,122.24647653,123.50501027,113.15742996,152.33013044,111.8616584,134.41941467,133.67088467,142.67420719,111.94540942,146.47872327,113.22564042,122.60941882,106.31883805,111.01364859,111.85964025,111.24515266,114.3339081,138.48261555,147.26865842,138.62003018,110.0926611,128.97387972,108.19725094,117.95742177,121.14381162,110.50777525,137.23832714,139.45844248,145.81909218,116.84637004,137.78348085,108.11461357,116.60955577,108.90684409,111.74422317,119.37345905,126.57151547,161.51188146,110.58543878,114.0680384,109.95863618,110.10664097,105.17941779,131.161563,137.19738498,119.31345133,112.19333995,119.43271207,123.11442266
2004-02-29,110.20921489,123.1074709,124.46302508,113.85951132,155.03584445,112.3560915,134.82561805,134.86484332,144.31750622,112.00011354,149.37315813,113.76174075,123.02071075,106.41496282,111.24906503,112.52121313,111.84012895,115.09410178,139.11476341,148.7123316,139.35371071,110.33020966,129.53568091,108.55211474,118.68492879,121.78922456,110.75743261,140.79551207,140.31551242,146.6868203,117.66351012,138.25757378,108.41443508,117.20537548,109.22535044,111.99974774,120.29401813,127.63601197,162.88832249,110.86257704,114.2127424,110.17458487,110.40586407,105.70807467,131.83658151,138.71164211,120.50602512,112.8240632,119.81398603,124.68521276
2004-03-31,110.51539191,124.18873215,125.64889503,114.79249626,158.68414064,113.11876574,136.17631499,136.13239392,146.7365938,112.76081937,152.70759266,114.82617714,123.99214025,107.03454622,111.78796107,113.40489725,112.46947616,116.15102998,140.26978208,151.59288798,140.55138173,111.11012396,130.55810604,109.45070106,119.67674681,123.08813339,111.1261401,145.90798036,141.74627186,148.35176334,118.7917122,138.91049271,109.19212312,118.11065163,109.9600336,112.71776968,121.86611763,128.80860079,164.55828178,111.20668688,114.7904803,110.90757001,111.16496987,106.61099467,133.05153587,141.05635239,122.20318289,113.76891926,120.64290502,126.39855379
2004-04-30,111.13683765,125.65099459,127.32486483,115.83288324,163.08337103,114.25331702,138.85102299,137.63789903,149.53313492,113.93034709,156.27120016,116.64924829,125.74829163,108.03642002,112.7913524,114.27036248,113.15106339,117.13675944,142.24946393,155.41728516,142.38681135,112.084646,132.05170217,110.75701403,120.77393174,124.89361336,111.84125259,152.10495929,143.64941225,151.03167156,120.30636624,140.62985577,110.31825246,119.26226923,111.10536267,113.65484852,123.72512481,130.63707987,166.94726674,111.99975402,115.62549827,112.04751464,112.03026531,107.76892998,134.95108424,144.16109702,124.33858675,115.07743494,122.07735197,128.02455519
2004-05-31,112.36790519,127.42670772,129.50583842,117.04393873,168.09643762,115.27340595,141.76376712,139.95179005,152.63338392,115.0541795,160.16960439,118.92295619,127.84739948,109.09929123,113.86538002,115.34045186,113.97747405,118.0115628,144.74077842,159.58264382,144.75580797,113.27296317,134.10212519,111.95087991,121.95068429,127.0617975,112.96753164,158.73939916,145.66183963,154.27421819,121.80258588,143.59649164,111.343011,120.64992706,112.50925726,114.52239516,125.68668049,133.00869387,170.48395711,113.38461154,116.62232513,113.40535821,112.90458654,109.00982659,137.44583924,147.49128086,126.32049694,116.61736939,123.8815671,129.34020887
2004-06-30,113.82089975,129.20382914,132.05663438,118.19061586,172.51216956,115.94775725,144.40558994,142.80711509,156.17168167,115.83660268,164.1152522,121.04545095,129.43175207,109.96106318,114.62159036,116.2505011,114.7403767,118.79874166,147.13221297,163.39903731,147.29129144,114.23019598,135.92640733,112.74855509,122.94925097,128.99126309,114.05708249,165.24925133,147.26240594,157.4587309,122.99154261,146.71528485,112.05754153,122.04797191,113.50355475,115.19067084,127.63710348,135.15235414,174.73543974,114.77738754,117.77149546,114.53778394,113.7711719,110.01743855,140.19808947,150.57404793,127.82571469,118.032093,125.45135589,130.48694978
2004-07-31,114.73288604,130.71920612,134.45028715,118.89010746,175.67352429,116.4054235,146.55358488,145.52996708,159.74300661,116.3052264,167.56653461,122.50345082,130.4147255,110.55268659,115.06753389,116.4540263,115.26967739,119.60160679,148.90399436,166.30321118,149.23861741,114.56072459,137.04337287,113.18927794,123.45922461,130.22053288,114.72843144,170.7312057,148.4111275,159.66413404,123.939314,149.01823134,112.65810691,123.25283333,113.64591543,115.51310879,129.25267606,136.79087942,178.57941576,115.58157864,118.83477829,115.07643363,114.22043757,110.6915714,142.75814729,153.17748944,129.09697234,119.18035354,126.45184203,131.67251042
2004-08-31,114.89404818,131.74952136,136.65764075,119.20054295,177.59417123,116.5407446,147.567026,147.88936204,162.97234209,116.75857294,170.3597945,123.35838608,131.1491234,110.5905436,115.3651035,116.33841751,115.42782716,120.3678381,149.95221765,168.06269016,150.06454746,114.44297197,137.44153801,113.35162209,123.60528844,131.0162091,115.00823846,174.70526989,149.24356067,161.02375582,124.63186286,150.28283931,113.03148447,124.13007439,113.38537575,115.54292659,130.5292176,137.75426236,180.89107154,115.71732681,119.66601295,115.17788976,114.25436274,111.1738629,144.67708365,155.23236446,130.1299672,119.97890163,127.00902565,132.59859969
2004-09-30,114.87076914,132.22698045,139.02717851,119.29492453,179.20314849,116.61228226,147.96203552,149.55129305,165.51948811,117.1395084,172.61871568,123.95670496,131.28485629,110.17806035,115.52848013,116.20034359,115.36661908,120.94321852,150.44643952,169.39441027,150.34144342,114.26446643,137.37644791,113.38702531,123.49783928,131.79501294,115.04787881,177.66476231,150.07051299,162.07630726,125.35411404,150.93839735,113.29012379,124.57293528,113.1366245,115.73129038,131.43102992,138.07911721,181.74375273,115.65437971,120.11802888,115.12082443,113.94684327,111.58850754,145.9909666,156.89592709,131.05642669,120.21387298,127.21159013,133.36660629
2004-10-31,115.22118707,132.52776162,141.55776121,119.27261644,181.14281132,116.56549579,148.37746604,150.5474898,167.59873639,117.25904527,174.50137903,124.48861503,131.23783067,109.85143462,115.55307191,115.97330994,115.54941943,121.28000336,150.72802976,171.22951707,150.44746895,113.99304995,137.35525028,113.56754126,123.51059182,132.50096241,114.99477911,179.81370456,150.89914377,163.15090308,126.24482012,151.5294587,113.53012007,124.7822538,113.00950238,116.12095672,132.0991645,138.3087987,182.10462833,115.86389938,120.03584575,115.28822829,113.82042282,111.8657655,146.99623901,158.38698877,131.97030231,119.96892127,127.09274071,134.15213616
2004-11-30,115.70972281,133.06475193,143.95059942,119.31154008,182.73485686,116.28475744,148.81739404,151.18600258,169.58816932,117.1451334,176.21882237,124.87942893,131.59058415,109.53772698,115.41860516,115.71192431,115.92309846,121.43677092,150.91598798,172.94665056,150.37251911,113.479898,137.1535518,113.99920734,123.74825774,132.78974634,114.80640191,181.22885219,151.58920629,164.10404086,126.99659376,152.01454207,113.57783839,124.97094631,112.78406878,116.27508669,132.76796195,138.90750193,182.46614898,116.32097744,119.64442319,115.53463364,114.02313834,112.05427963,147.69632007,159.96530415,132.69358827,119.53382325,126.95058923,134.8061224
2004-12-31,115.82777287,133.83850446,146.07738451,119.59881492,184.06224155,116.10458827,149.29782863,151.87456256,171.88673596,117.06719519,177.88827865,125.37161954,132.14690371,109.02685443,115.09810665,115.53528326,116.07146698,121.66254726,151.27509081,174.25508593,150.26294665,113.06003358,136.68751546,114.50483141,123.77991841,132.93435835,114.54512943,182.49781218,152.03465101,164.91510421,127.64184982,152.27316043,113.56886985,125.05049795,112.16478911,116.17290603,133.54513326,139.56738821,183.05238763,116.65369773,119.3305847,115.76497913,113.82364724,112.36464308,148.17557779,161.45175019,133.27611036,119.07414658,126.86946665,135.52652049
2005-01-31,115.85813394,134.77070546,148.83846729,120.12820373,186.26326153,116.25891682,149.89079547,152.99632092,175.01318825,117.29325553,179.74698597,126.46199896,132.5964647,108.6568503,114.82374931,115.60690563,115.96449618,121.96665966,152.09809236,176.17099338,150.5998958,112.96379637,136.50335544,114.94831233,123.8652318,133.62919499,114.54988201,184.25330149,152.30609587,166.03460748,128.37546859,152.44264059,113.87875733,125.07848527,111.61963485,116.15725045,134.65925971,139.89917237,183.96921308,116.94334909,119.34163577,116.0810741,113.64543595,112.93777619,148.74826992,162.95483076,134.20603341,119.00365257,126.77859081,136.5389712
2005-02-28,116.26735513,135.94005441,153.09181528,120.85761823,189.35931492,116.75549165,150.85764828,154.54870964,179.23419307,117.8783338,182.2163607,128.01439101,133.16373989,108.82663135,115.01669096,116.11245911,116.07025079,122.24883381,153.16432398,179.15113812,151.60867447,113.00251091,137.02635822,115.25640394,124.50812467,135.07062053,114.89658296,186.77479074,152.7452525,167.53800034,129.3570234,152.57792478,114.69471287,125.38584227,111.7925066,116.75813428,136.22484531,140.4562616,185.07928671,117.41592266,119.76738318,116.79074394,114.24212646,113.83625771,149.84622517,165.20901173,136.08663114,119.72211403,127.06838916,137.65051757
2005-03-31,117.33204372,137.46361982,158.60439274,121.67727383,193.32100324,117.64893794,152.514595,156.5200458,183.88108876,118.79370336,185.68749662,129.74550372,134.33351593,109.59580867,115.87376458,117.06921653,116.7333988,122.91002076,154.31983062,183.10470719,152.85914099,113.38321701,138.43588649,115.59668783,125.61431835,137.09222612,115.59625632,190.1049964,153.62606827,169.47505187,130.76839981,153.42543546,115.74017461,126.26678718,112.64441916,118.01010617,138.54723804,141.8851835,186.47409507,118.42268695,120.65779152,118.05767009,115.46619322,115.04319996,151.47544965,168.47139826,138.91052672,121.11706322,128.14539192,138.77283696
2005-04-30,118.87084426,139.19360772,164.84294304,122.61235662,197.77962014,118.94129099,154.6197375,158.66785374,188.58035239,119.7822314,190.0812867,131.96665957,136.01175585,110.91562059,117.13454448,118.27785315,117.72371154,124.07449832,155.73259301,187.6056243,154.22754946,114.27159366,140.40837866,116.29554875,126.8221645,139.26493315,116.52901366,193.90436296,155.1521642,171.90711905,132.69740013,155.6435984,116.92388857,127.81790137,113.82365915,119.30750728,141.71864289,143.8760249,188.373171,119.89387529,121.83618398,119.37529718,116.66755764,116.43064792,153.42005492,172.28898311,141.91883617,122.88999936,129.70913372,140.27230662
2005-05-31,120.44596709,140.92057558,171.63176799,123.77811281,201.51979907,120.22192229,156.6968593,160.69725634,193.96978089,120.81012139,194.8582859,134.95101075,137.67137126,112.16804519,118.16879161,119.29155378,118.62795062,125.10916462,157.59244767,191.86294333,155.66276031,115.20170487,142.12758273,117.42829021,127.95236117,141.28110236,117.33378735,197.18110891,157.06740815,174.98967447,134.9503084,158.44641711,118.19217561,129.69256478,114.97565129,120.34322745,145.02031504,146.03185852,190.73625487,121.21797691,122.93994009,120.43727049,117.6927556,118.03286798,155.55641151,176.22985064,144.77579876,124.60467134,131.01281342,142.28056084
2005-06-30,121.73600522,142.79721283,178.2932556,124.97858043,204.62520951,121.06113683,158.71382997,162.64044801,199.80444491,121.79658073,199.41449971,138.14191624,138.99980464,112.76659661,118.75491996,119.85567162,119.30669369,125.97541295,159.72128762,195.54466807,157.24948117,115.71134447,143.4733538,118.8346794,128.97525849,143.02843202,117.87093359,199.63926674,158.88948579,178.35419143,137.01930034,161.21711913,119.07921367,131.29698003,115.85671958,121.21748503,148.23182686,148.0944476,193.21249298,122.44065655,123.69931896,121.35499624,118.62633317,120.02562654,157.60330069,179.59413699,147.32605413,125.88234267,131.76530328,144.38708629
2005-07-31,122.60111924,144.82755166,184.00734971,126.05287787,207.62432649,121.43346855,160.41389405,164.64487857,205.22518116,122.39725927,203.25411993,141.10291688,140.19685011,113.04686436,119.1307897,120.35824041,119.98306196,126.97591577,161.41042107,198.62211377,158.41682291,115.74353588,144.25867085,119.99895497,129.78213945,144.57147447,118.23276284,201.79135844,160.40589108,181.20478895,138.75043941,163.32201387,119.90165172,132.38105294,116.11447546,121.83878621,151.30263137,150.01493992,195.39924135,123.67960636,124.29253207,122.2441312,119.17696269,122.08674733,159.34705261,181.96894201,149.6906594,126.77990252,132.47848845,146.1879813
2005-08-31,123.18431924,146.58170873,188.60726425,126.98365234,210.33535041,121.51766416,161.5740998,166.82504256,209.67852281,122.93720662,206.22035216,143.81517401,141.08126856,113.29112281,119.37781444,120.67169891,120.43434123,128.14802855,162.32196477,201.01285839,158.27324829,115.53007957,144.72244397,120.82940964,130.31001912,146.26743409,118.52050164,203.84527156,161.25774912,183.3287146,140.41626275,164.33036487,120.88855855,133.13665674,115.93130472,121.9829701,154.02198924,151.63626959,196.84527177,124.70321777,125.0195185,122.94952763,119.53064224,123.803382,160.76574985,183.72947636,151.84753745,127.38651175,133.31429173,147.48460646
2005-09-30,123.71994241,147.74054847,192.00167986,127.72576139,211.92670219,121.62746494,162.15096384,168.7242375,212.97601246,123.45798198,208.92747946,146.06578885,141.42198274,113.38601374,119.65312073,120.5836182,120.55803578,129.87390334,162.59289041,202.63861559,157.44765296,115.17020704,145.16130105,121.66024358,130.53212636,147.92893715,118.63681542,205.44436366,161.18809615,184.44794346,141.95067846,164.93361277,121.63252263,133.96917079,115.65855301,122.06310646,156.22240507,152.32119952,196.9332836,125.65938158,125.74944744,123.46724182,119.88257194,125.18768004,161.8397905,184.86818381,153.70592085,127.6531489,133.8778572,148.49834767
2005-10-31,124.54170855,148.33720777,194.29867006,128.20987559,212.42133083,121.73729695,162.182629,169.72664059,215.60855085,123.98003023,211.95199312,147.93499184,141.59463984,113.19496726,120.01139605,120.40387474,120.59718491,131.87355794,162.2612082,203.53459886,156.68982733,114.62218475,145.04462842,122.56596795,130.50340787,148.9867144,118.55516689,206.37212608,160.37666652,184.80333654,143.20369471,165.50279302,122.17576625,134.85028746,115.40280633,122.22622203,157.90776687,152.43136616,195.90244159,126.8401413,126.19829634,123.97436089,120.20540801,126.62846934,162.37819027,185.49801101,155.04071275,127.9497171,133.9081096,149.64604878
2005-11-30,125.42102187,148.51453193,195.66806017,128.38558771,212.49308573,121.56314093,161.71857889,170.04085275,217.60223617,124.57276514,214.97983801,149.43467056,141.76109019,112.74579069,120.08639939,120.21753291,120.46183889,133.52040858,161.86075708,204.08792226,155.79250511,113.76963822,144.34378116,123.42290402,130.376072,149.48365762,118.36500113,207.0462165,159.26296073,184.79690742,144.25692982,165.76080797,122.5730962,135.34730457,115.08154083,122.49907791,159.26933545,152.47520412,194.7361817,127.66806443,126.27485707,124.60549928,120.46188173,127.93487394,162.5198125,185.85430146,155.67118758,128.36719084,133.65357353,150.8056407
2005-12-31,126.04435472,148.65458974,196.99245867,128.25440858,212.46616819,121.06984964,161.04803125,170.16185742,218.52457107,124.59512962,217.62184558,150.77658572,141.86550132,112.08969947,119.6985519,120.04909137,120.33890908,134.87649625,161.79878594,204.45612475,154.32372181,112.56245408,143.4843864,123.97093462,130.38370188,149.95960218,118.1909269,207.79379027,158.38410831,184.54799521,145.37568123,165.51168881,122.9471836,135.49279807,114.26028911,122.88770074,160.44667688,152.23185576,193.89449327,127.75772861,126.22046453,125.17820793,120.39177644,129.00017306,162.59037471,186.03209767,156.35912768,128.65732877,133.16083584,151.85300422
2006-01-31,126.71723137,149.23323123,198.91855869,128.17161772,212.97748085,120.80723314,160.80158731,170.41886107,219.18241773,124.37431679,219.71999114,152.44801361,142.15941501,111.54197002,119.34385664,120.11937687,120.60833804,135.88989618,161.83593224,204.87345596,152.93774109,111.38002142,143.09789044,124.40652283,130.56266515,150.76433818,117.98621309,208.60963229,158.08663525,184.03440359,146.67555049,164.99057195,123.43039851,135.55467904,113.58886966,123.29717411,161.86918278,151.94760509,193.35437974,127.63864926,126.34192871,125.42714992,120.53649595,130.32472341,162.74616458,186.40948381,157.67580776,128.89115542,132.63784861,153.05608655
2006-02-28,127.59150303,150.32035743,200.93561186,128.52550055,214.26258908,121.18803663,161.1255248,171.1046152,220.69492586,124.86144814,221.26009032,154.58200963,142.81693934,111.66288031,119.54837983,120.74668042,121.31625139,136.74324941,161.73900929,206.08493919,152.66168184,111.06345437,143.47708658,125.29408397,130.93485638,152.0356415,117.86488311,209.57757579,158.44258197,183.88760865,148.32260195,164.51422427,124.04680151,135.78466195,113.91088859,123.93210728,163.82056483,152.42263297,193.23579191,128.07960035,126.78709342,125.77908214,121.4183711,131.98601494,163.24719909,187.0668026,159.62051136,129.33159002,132.94678687,154.49212702
2006-03-31,128.65458283,151.82504422,202.65917969,129.42746028,215.83210361,122.01835311,162.06174697,172.15284908,223.07291026,125.90922289,222.49384373,157.26652296,143.69485642,112.4804394,120.13328636,121.75145172,122.05633451,137.85588562,161.88653633,208.0344005,153.32710849,111.68704931,144.38309619,126.55703619,131.68902281,153.75963136,118.370092,210.6641402,159.32608348,185.21452817,150.39168379,164.72366751,124.95351138,136.44400601,114.75203997,124.83575918,166.32866669,153.71383426,193.84235241,129.41871019,127.68302639,126.83536057,122.43638369,134.01093217,164.15949779,188.13316709,162.18769873,130.11066588,134.02218065,156.1274259
2006-04-30,130.00658806,153.56561381,204.30349251,130.64559343,217.08958128,123.13209684,163.47043533,173.25570557,224.52333502,127.11832089,223.68904693,160.04927223,144.96703221,113.66556363,120.84079473,122.83950708,122.73769125,139.20856222,162.66095277,209.83176195,154.35211058,112.5424197,145.31034038,127.98220203,132.75282116,155.8206065,119.45352163,211.35397147,160.51204653,187.07624098,152.6071968,166.08182621,126.198124,137.4573637,115.68754681,126.11362049,169.16882633,155.5317518,195.04475027,131.05810303,128.99813633,128.35242997,123.3841456,136.57351534,165.25906754,189.96556502,165.31768738,130.94182083,135.24917022,158.18401519
2006-05-31,131.30433492,155.16388977,205.35996123,131.7433346,217.65519524,124.21208399,164.84465039,174.44721434,224.42704826,128.22946939,224.73422079,162.42981465,146.5520232,114.6111375,121.8256002,123.87139424,123.42296395,140.40601227,163.95655257,211.47896739,155.385057,113.28327453,146.19445573,129.54455539,133.92944929,158.06118178,120.5465072,211.35107893,161.33722137,188.74687927,154.66980881,168.03249843,127.51310516,138.84625629,116.618471,127.31499956,171.87400656,157.63832808,196.24889522,132.36211606,130.40203276,129.85323961,124.6998556,139.51361548,166.31432285,191.73280301,168.29172737,131.55136844,136.27405103,160.59656194
